latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,28.887304,32.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),wind_direction_10m (°)
2023-03-31T18:00,11.3,67,0.00,0.00,1,1013.1,20,16.0,24.5,211
2023-03-31T19:00,11.2,69,0.00,0.00,0,1013.2,11,17.8,28.1,223
2023-03-31T20:00,11.0,73,0.00,0.00,1,1013.3,32,18.3,29.2,225
2023-03-31T21:00,10.9,76,0.00,0.00,1,1013.1,29,17.6,29.5,223
2023-03-31T22:00,10.6,78,0.00,0.00,1,1013.0,25,16.1,28.1,219
2023-03-31T23:00,10.2,77,0.00,0.00,0,1012.8,1,16.0,25.9,216
2023-04-01T00:00,10.4,79,0.00,0.00,0,1012.1,0,15.9,26.6,218
2023-04-01T01:00,10.4,77,0.00,0.00,0,1011.8,17,16.0,25.6,216
2023-04-01T02:00,10.4,74,0.00,0.00,3,1011.2,100,18.2,28.1,207
2023-04-01T03:00,10.9,69,0.00,0.00,1,1011.0,36,20.9,33.1,209
2023-04-01T04:00,10.9,69,0.00,0.00,0,1010.9,12,20.7,33.8,211
2023-04-01T05:00,11.8,67,0.00,0.00,3,1011.1,81,23.1,36.4,211
2023-04-01T06:00,12.7,68,0.00,0.00,3,1010.8,94,22.7,39.2,213
2023-04-01T07:00,13.7,62,0.00,0.00,3,1010.5,82,23.8,39.2,207
2023-04-01T08:00,14.4,60,0.00,0.00,3,1010.2,100,25.0,42.1,208
2023-04-01T09:00,14.9,61,0.00,0.00,3,1009.5,99,22.4,42.5,208
2023-04-01T10:00,15.6,63,0.00,0.00,3,1008.9,100,20.5,37.1,208
2023-04-01T11:00,16.8,63,0.00,0.00,3,1007.9,93,19.7,35.6,204
2023-04-01T12:00,18.1,63,0.00,0.00,3,1006.1,100,21.3,35.6,210
2023-04-01T13:00,17.5,69,0.00,0.00,3,1005.4,100,19.1,34.9,227
2023-04-01T14:00,17.0,65,0.00,0.00,0,1004.7,17,21.8,32.4,219
2023-04-01T15:00,17.2,61,0.00,0.00,3,1004.5,91,25.8,39.6,220
2023-04-01T16:00,16.5,59,0.00,0.00,0,1004.1,8,26.5,42.5,211
2023-04-01T17:00,15.6,61,0.00,0.00,0,1004.5,15,30.3,48.6,217
2023-04-01T18:00,14.9,66,0.00,0.00,0,1005.3,4,25.2,48.2,226
2023-04-01T19:00,14.4,67,0.00,0.00,0,1005.7,16,25.5,40.0,216
2023-04-01T20:00,14.0,69,0.30,0.30,51,1005.9,83,30.5,48.6,213
2023-04-01T21:00,13.6,75,3.30,3.30,63,1005.8,100,33.2,52.6,214
2023-04-01T22:00,13.6,75,0.00,0.00,3,1006.1,100,31.8,55.1,218
2023-04-01T23:00,13.4,76,0.20,0.20,51,1006.3,100,24.7,51.1,223
2023-04-02T00:00,12.6,87,1.10,1.10,55,1006.6,100,25.9,39.2,219
2023-04-02T01:00,12.6,87,0.50,0.50,53,1006.9,100,20.6,40.7,275
2023-04-02T02:00,12.1,93,1.30,1.30,61,1007.4,100,10.4,37.1,236
2023-04-02T03:00,12.3,90,0.50,0.50,53,1007.3,100,21.4,32.8,213
2023-04-02T04:00,12.6,88,0.00,0.00,3,1007.6,100,23.2,37.8,229
2023-04-02T05:00,12.7,87,0.00,0.00,3,1008.3,100,23.4,38.2,239
2023-04-02T06:00,13.1,85,0.00,0.00,3,1008.6,96,18.3,36.7,254
2023-04-02T07:00,14.2,77,0.00,0.00,3,1008.9,100,16.8,29.5,247
2023-04-02T08:00,14.6,66,0.00,0.00,3,1009.3,96,16.1,30.2,236
2023-04-02T09:00,15.1,62,0.00,0.00,3,1009.5,100,16.3,31.3,229
2023-04-02T10:00,15.2,61,0.00,0.00,3,1009.5,100,16.8,31.7,215
2023-04-02T11:00,14.7,65,0.00,0.00,3,1009.4,99,16.1,31.7,204
2023-04-02T12:00,15.4,78,0.40,0.40,51,1009.0,100,15.2,31.0,216
2023-04-02T13:00,15.6,77,0.00,0.00,3,1009.5,100,17.8,32.8,225
2023-04-02T14:00,13.9,81,0.00,0.00,3,1009.6,100,17.8,33.1,228
2023-04-02T15:00,12.9,88,0.40,0.40,51,1009.9,100,16.1,30.2,230
2023-04-02T16:00,12.6,94,0.80,0.80,53,1010.1,100,14.6,24.5,218
2023-04-02T17:00,12.6,94,0.40,0.40,51,1010.6,100,17.0,25.9,201
2023-04-02T18:00,12.6,92,0.20,0.20,51,1010.8,100,17.2,26.6,196
2023-04-02T19:00,12.9,91,0.10,0.10,51,1010.7,100,19.9,31.3,197
2023-04-02T20:00,12.9,91,0.10,0.10,51,1010.7,100,18.7,31.7,203
2023-04-02T21:00,12.9,91,0.20,0.20,51,1010.8,100,15.1,29.9,198
2023-04-02T22:00,12.8,90,0.30,0.30,51,1010.9,100,16.0,24.8,194
2023-04-02T23:00,12.9,89,0.10,0.10,51,1010.6,100,16.6,25.6,202
2023-04-03T00:00,11.6,89,0.10,0.10,51,1009.9,100,13.0,27.7,180
2023-04-03T01:00,11.4,90,0.10,0.10,51,1010.2,100,10.3,20.9,205
2023-04-03T02:00,10.3,91,1.30,1.30,61,1010.6,100,8.4,16.6,245
2023-04-03T03:00,10.8,92,0.00,0.00,3,1010.6,100,6.7,10.1,164
2023-04-03T04:00,11.6,89,0.20,0.20,51,1010.8,100,9.1,13.7,173
2023-04-03T05:00,11.4,92,0.20,0.20,51,1011.0,100,13.0,19.4,178
2023-04-03T06:00,11.6,93,0.70,0.70,53,1011.1,100,10.1,20.9,186
2023-04-03T07:00,12.0,92,1.20,1.20,55,1011.6,100,10.9,19.4,186
2023-04-03T08:00,12.9,88,0.40,0.40,51,1011.4,100,4.9,19.1,163
2023-04-03T09:00,14.9,77,0.00,0.00,3,1011.3,100,5.1,18.0,172
2023-04-03T10:00,15.1,78,0.20,0.20,51,1010.9,100,3.3,16.9,103
2023-04-03T11:00,15.6,74,0.00,0.00,3,1010.1,100,8.0,17.3,80
2023-04-03T12:00,19.2,66,0.00,0.00,3,1009.3,100,9.9,22.0,33
2023-04-03T13:00,17.9,73,0.00,0.00,3,1008.8,100,22.9,40.3,30
2023-04-03T14:00,16.1,73,0.00,0.00,3,1007.9,100,24.8,42.1,33
2023-04-03T15:00,14.7,78,0.00,0.00,3,1008.0,100,24.6,42.8,35
2023-04-03T16:00,13.4,79,0.00,0.00,3,1007.8,100,27.0,43.9,45
2023-04-03T17:00,13.0,77,0.00,0.00,3,1007.6,100,28.4,46.1,54
2023-04-03T18:00,12.5,78,0.00,0.00,3,1007.4,94,28.2,46.8,52
2023-04-03T19:00,12.0,81,0.20,0.20,51,1006.8,73,26.3,45.0,57
2023-04-03T20:00,12.1,81,0.00,0.00,2,1006.0,63,25.1,43.2,65
2023-04-03T21:00,12.2,81,0.00,0.00,3,1005.1,98,21.7,40.7,66
2023-04-03T22:00,12.1,82,0.00,0.00,3,1004.5,100,18.7,34.9,60
2023-04-03T23:00,11.9,84,0.00,0.00,3,1003.7,100,16.1,29.9,56
2023-04-04T00:00,11.6,82,0.00,0.00,3,1003.1,100,14.8,25.6,47
2023-04-04T01:00,11.2,85,0.00,0.00,3,1002.6,100,8.6,23.4,15
2023-04-04T02:00,10.2,92,0.00,0.00,3,1002.7,100,9.3,15.5,344
2023-04-04T03:00,9.9,95,0.00,0.00,3,1002.9,95,3.2,16.2,333
2023-04-04T04:00,10.1,92,0.60,0.60,53,1003.4,99,9.5,15.8,331
2023-04-04T05:00,10.6,92,0.20,0.20,51,1004.7,100,5.7,15.8,235
2023-04-04T06:00,11.1,93,0.10,0.10,51,1002.5,100,18.0,27.7,12
2023-04-04T07:00,13.3,92,0.00,0.00,3,1003.3,100,7.5,28.4,125
2023-04-04T08:00,14.7,81,0.00,0.00,3,1003.3,99,5.8,24.1,86
2023-04-04T09:00,17.0,72,0.00,0.00,3,1002.7,99,6.3,17.6,24
2023-04-04T10:00,18.6,62,0.00,0.00,3,1002.3,96,7.4,18.0,76
2023-04-04T11:00,19.2,59,0.00,0.00,3,1002.1,94,7.0,25.9,69
2023-04-04T12:00,14.2,79,0.00,0.00,3,1003.8,100,10.5,29.5,239
2023-04-04T13:00,15.0,80,1.10,1.10,55,1003.1,100,7.6,23.8,278
2023-04-04T14:00,14.9,80,1.90,1.90,61,1003.0,100,11.8,22.3,308
2023-04-04T15:00,14.9,78,0.00,0.00,3,1003.0,100,8.0,21.6,352
2023-04-04T16:00,14.1,85,0.00,0.00,2,1003.4,73,14.8,22.3,45
2023-04-04T17:00,12.4,95,1.10,1.10,55,1004.0,100,2.5,26.3,352
2023-04-04T18:00,12.3,94,1.60,1.60,61,1003.9,95,8.9,14.4,58
2023-04-04T19:00,10.9,98,0.10,0.10,51,1004.2,88,4.5,14.4,166
2023-04-04T20:00,11.2,97,1.70,1.70,61,1004.5,98,11.3,23.0,248
2023-04-04T21:00,11.1,96,0.10,0.10,51,1004.6,9,5.9,19.8,256
2023-04-04T22:00,10.6,94,0.00,0.00,1,1004.9,36,9.2,13.7,231
2023-04-04T23:00,10.7,95,0.00,0.00,1,1005.4,47,13.4,20.9,239
2023-04-05T00:00,10.4,92,0.50,0.50,53,1006.4,73,19.1,25.9,338
2023-04-05T01:00,9.9,92,0.20,0.20,51,1006.8,94,23.6,38.9,352
2023-04-05T02:00,8.9,91,0.00,0.00,3,1007.4,100,24.6,40.7,353
2023-04-05T03:00,8.2,90,0.00,0.00,3,1007.8,100,24.2,42.1,356
2023-04-05T04:00,7.8,88,0.30,0.30,51,1008.7,100,23.5,41.0,356
2023-04-05T05:00,7.7,87,0.20,0.20,51,1009.6,100,21.4,40.7,353
2023-04-05T06:00,7.3,90,0.30,0.30,51,1010.5,100,18.4,37.1,349
2023-04-05T07:00,7.3,87,0.10,0.10,51,1011.2,100,18.4,32.4,357
2023-04-05T08:00,7.4,84,0.00,0.00,3,1012.1,100,18.0,32.4,358
2023-04-05T09:00,7.6,83,0.00,0.00,3,1012.5,100,16.9,31.3,358
2023-04-05T10:00,7.8,81,0.00,0.00,3,1012.5,100,17.3,31.7,2
2023-04-05T11:00,8.7,78,0.00,0.00,3,1012.5,100,16.3,32.0,14
2023-04-05T12:00,9.3,75,0.00,0.00,3,1013.0,100,16.1,31.7,27
2023-04-05T13:00,9.2,76,0.00,0.00,3,1013.3,100,13.5,29.9,25
2023-04-05T14:00,8.9,77,0.10,0.10,51,1013.3,100,12.1,26.3,30
2023-04-05T15:00,8.4,78,0.10,0.10,51,1013.4,100,12.5,23.4,39
2023-04-05T16:00,8.1,79,0.00,0.00,3,1013.5,100,12.7,23.0,43
2023-04-05T17:00,7.8,80,0.00,0.00,3,1013.9,100,11.7,23.0,45
2023-04-05T18:00,7.8,80,0.00,0.00,3,1014.4,100,11.8,20.5,50
2023-04-05T19:00,7.8,80,0.00,0.00,3,1014.5,100,11.8,20.5,59
2023-04-05T20:00,7.3,84,0.00,0.00,3,1014.3,100,7.9,20.2,66
2023-04-05T21:00,7.7,82,0.00,0.00,3,1014.3,100,7.4,15.1,76
2023-04-05T22:00,7.7,84,0.00,0.00,3,1014.0,84,5.5,13.0,79
2023-04-05T23:00,6.7,90,0.00,0.00,3,1014.0,100,5.2,9.4,106
2023-04-06T00:00,7.9,81,0.00,0.00,3,1013.8,92,6.3,6.8,103
2023-04-06T01:00,6.2,89,0.00,0.00,3,1013.7,100,6.9,10.8,99
2023-04-06T02:00,7.0,86,0.10,0.10,51,1013.2,44,4.3,8.6,90
2023-04-06T03:00,6.1,90,0.00,0.00,0,1013.0,2,6.3,8.6,103
2023-04-06T04:00,6.6,86,0.00,0.00,1,1013.2,37,5.9,8.3,101
2023-04-06T05:00,8.3,85,0.00,0.00,1,1013.2,29,4.7,9.4,90
2023-04-06T06:00,9.4,84,0.00,0.00,1,1013.3,34,1.8,10.1,169
2023-04-06T07:00,10.3,79,0.00,0.00,1,1013.2,41,3.8,13.7,229
2023-04-06T08:00,11.1,75,0.00,0.00,3,1013.1,80,7.2,19.1,217
2023-04-06T09:00,11.6,72,0.00,0.00,3,1012.9,97,7.9,20.9,210
2023-04-06T10:00,12.1,69,0.00,0.00,2,1012.2,69,5.7,20.9,198
2023-04-06T11:00,13.1,64,0.00,0.00,3,1011.5,99,7.2,20.2,183
2023-04-06T12:00,14.9,46,0.00,0.00,3,1010.8,100,7.2,20.5,252
2023-04-06T13:00,13.9,62,0.00,0.00,3,1010.5,100,8.6,19.8,202
2023-04-06T14:00,11.4,83,0.20,0.20,51,1010.4,100,10.7,20.9,213
2023-04-06T15:00,9.4,87,1.00,1.00,55,1010.8,100,13.7,27.0,215
2023-04-06T16:00,9.2,85,1.50,1.50,61,1010.4,100,3.1,23.0,315
2023-04-06T17:00,9.8,89,0.70,0.70,53,1010.9,100,3.9,8.6,22
2023-04-06T18:00,10.1,91,0.30,0.30,51,1011.2,100,6.0,9.4,73
2023-04-06T19:00,9.8,92,0.40,0.40,51,1011.5,100,9.4,15.5,97
2023-04-06T20:00,9.4,91,0.30,0.30,51,1011.6,100,10.1,17.3,92
2023-04-06T21:00,9.2,89,0.20,0.20,51,1011.9,100,12.9,21.6,77
2023-04-06T22:00,9.1,89,0.20,0.20,51,1012.0,100,13.3,22.0,71
2023-04-06T23:00,8.9,88,0.20,0.20,51,1012.3,100,13.2,23.0,61
2023-04-07T00:00,9.0,82,0.10,0.10,51,1012.5,100,16.1,22.3,34
2023-04-07T01:00,8.9,83,0.00,0.00,3,1012.6,100,14.1,26.6,32
2023-04-07T02:00,8.8,85,0.00,0.00,3,1012.8,100,12.2,23.0,28
2023-04-07T03:00,8.6,85,0.30,0.30,51,1013.0,100,15.6,25.6,23
2023-04-07T04:00,8.4,92,0.50,0.50,53,1013.6,100,15.3,26.6,15
2023-04-07T05:00,8.4,91,0.30,0.30,51,1014.5,100,15.0,25.6,11
2023-04-07T06:00,8.5,89,0.20,0.20,51,1014.8,100,15.1,26.3,12
2023-04-07T07:00,8.7,86,0.10,0.10,51,1015.4,100,15.7,27.0,9
2023-04-07T08:00,8.9,84,0.00,0.00,3,1016.1,100,18.1,31.0,17
2023-04-07T09:00,9.4,81,0.00,0.00,3,1016.6,100,19.8,34.6,16
2023-04-07T10:00,10.1,77,0.00,0.00,3,1016.8,100,18.7,36.0,16
2023-04-07T11:00,10.1,73,0.00,0.00,1,1017.0,37,16.3,34.2,18
2023-04-07T12:00,10.9,70,0.00,0.00,2,1017.3,60,15.5,32.0,31
2023-04-07T13:00,10.7,70,0.00,0.00,3,1017.5,100,14.8,28.4,26
2023-04-07T14:00,10.7,70,0.00,0.00,1,1017.6,39,15.1,28.8,28
2023-04-07T15:00,10.4,71,0.00,0.00,0,1017.8,17,15.0,28.1,35
2023-04-07T16:00,9.6,75,0.00,0.00,0,1018.2,14,14.9,27.0,37
2023-04-07T17:00,8.3,85,0.00,0.00,0,1018.8,4,13.8,25.2,41
2023-04-07T18:00,7.8,90,0.00,0.00,0,1019.4,2,14.3,24.1,51
2023-04-07T19:00,7.3,91,0.00,0.00,0,1019.7,1,12.8,23.8,52
2023-04-07T20:00,7.1,92,0.00,0.00,0,1019.5,1,12.0,21.2,51
2023-04-07T21:00,6.9,92,0.00,0.00,0,1019.7,0,10.5,19.8,52
2023-04-07T22:00,6.7,93,0.00,0.00,0,1019.9,0,10.2,17.6,51
2023-04-07T23:00,6.7,93,0.00,0.00,0,1020.0,0,11.9,19.8,55
2023-04-08T00:00,7.2,94,0.00,0.00,0,1019.7,0,12.1,22.0,53
2023-04-08T01:00,6.8,94,0.00,0.00,0,1020.1,3,9.7,19.8,48
2023-04-08T02:00,6.8,95,0.00,0.00,0,1020.2,0,12.0,19.8,49
2023-04-08T03:00,6.8,95,0.00,0.00,0,1020.2,0,14.3,23.4,49
2023-04-08T04:00,7.0,94,0.00,0.00,0,1020.3,0,15.0,24.5,55
2023-04-08T05:00,8.1,92,0.00,0.00,0,1020.5,0,15.9,26.6,57
2023-04-08T06:00,9.5,87,0.00,0.00,0,1020.5,7,16.1,29.2,61
2023-04-08T07:00,11.1,80,0.00,0.00,0,1020.8,5,15.6,29.9,61
2023-04-08T08:00,12.6,72,0.00,0.00,0,1020.7,4,14.5,30.2,67
2023-04-08T09:00,14.1,61,0.00,0.00,2,1020.5,67,13.4,29.2,66
2023-04-08T10:00,14.9,56,0.00,0.00,1,1020.0,36,10.7,28.1,57
2023-04-08T11:00,14.9,59,0.10,0.10,51,1019.9,14,12.6,25.9,37
2023-04-08T12:00,14.4,62,0.00,0.00,0,1019.7,10,5.2,39.2,34
2023-04-08T13:00,14.2,68,0.20,0.20,51,1019.2,46,17.3,31.0,36
2023-04-08T14:00,12.6,77,0.00,0.00,1,1019.1,36,22.2,39.6,36
2023-04-08T15:00,11.6,77,0.00,0.00,1,1018.7,35,23.9,40.7,37
2023-04-08T16:00,10.1,83,0.00,0.00,1,1018.7,28,22.5,41.8,40
2023-04-08T17:00,9.2,86,0.00,0.00,3,1019.2,83,21.6,36.4,44
2023-04-08T18:00,8.8,90,0.00,0.00,2,1020.0,52,20.5,34.9,52
2023-04-08T19:00,8.6,92,0.00,0.00,3,1020.0,97,19.5,33.8,52
2023-04-08T20:00,8.4,93,0.00,0.00,3,1019.7,98,17.1,31.7,48
2023-04-08T21:00,8.2,93,0.00,0.00,3,1019.7,98,16.3,28.1,43
2023-04-08T22:00,8.2,93,0.00,0.00,3,1019.6,100,15.9,26.3,39
2023-04-08T23:00,8.1,94,0.00,0.00,3,1019.4,100,16.0,26.3,31
2023-04-09T00:00,8.7,90,0.00,0.00,1,1019.4,20,17.9,27.4,30
2023-04-09T01:00,8.6,90,0.00,0.00,3,1019.8,85,18.6,30.2,36
2023-04-09T02:00,8.6,90,0.00,0.00,2,1019.6,79,19.8,32.0,37
2023-04-09T03:00,8.5,91,0.00,0.00,1,1019.4,42,19.6,32.8,36
2023-04-09T04:00,8.4,92,0.00,0.00,3,1019.5,88,19.4,32.0,40
2023-04-09T05:00,9.3,86,0.00,0.00,3,1019.6,100,23.0,37.4,49
2023-04-09T06:00,10.4,80,0.00,0.00,3,1019.7,100,23.0,40.0,50
2023-04-09T07:00,11.4,76,0.00,0.00,3,1019.9,90,21.8,40.0,51
2023-04-09T08:00,12.4,72,0.00,0.00,2,1019.7,65,21.9,39.6,48
2023-04-09T09:00,13.1,70,0.00,0.00,2,1019.5,53,23.5,42.1,41
2023-04-09T10:00,13.1,71,0.00,0.00,1,1019.1,44,25.2,45.4,37
2023-04-09T11:00,12.9,72,0.00,0.00,2,1018.7,75,25.5,46.1,36
2023-04-09T12:00,13.2,69,0.00,0.00,2,1018.6,74,25.7,47.5,37
2023-04-09T13:00,12.9,69,0.00,0.00,3,1018.7,96,26.0,46.4,34
2023-04-09T14:00,11.9,72,0.00,0.00,3,1018.5,94,28.1,48.2,33
2023-04-09T15:00,10.9,73,0.00,0.00,2,1018.3,79,28.0,49.3,37
2023-04-09T16:00,10.0,78,0.00,0.00,3,1017.7,99,24.4,47.5,34
2023-04-09T17:00,9.4,82,0.00,0.00,3,1017.6,100,22.1,40.3,34
2023-04-09T18:00,9.6,81,0.00,0.00,3,1017.5,100,21.7,37.1,36
2023-04-09T19:00,9.5,82,0.00,0.00,3,1016.9,100,22.2,36.4,32
2023-04-09T20:00,9.2,85,0.30,0.30,51,1016.4,100,21.9,36.4,33
2023-04-09T21:00,9.1,87,0.00,0.00,3,1016.0,100,20.0,35.6,30
2023-04-09T22:00,9.0,89,0.00,0.00,3,1015.6,100,20.5,33.5,28
2023-04-09T23:00,9.2,90,0.00,0.00,3,1015.0,100,21.1,34.6,30
2023-04-10T00:00,9.4,83,0.00,0.00,3,1015.3,100,20.1,34.2,36
2023-04-10T01:00,9.4,83,0.10,0.10,51,1014.9,100,19.4,36.7,35
2023-04-10T02:00,9.4,85,0.10,0.10,51,1014.3,100,18.7,32.8,28
2023-04-10T03:00,9.2,87,0.20,0.20,51,1014.1,100,15.6,31.7,19
2023-04-10T04:00,9.1,90,1.00,1.00,55,1013.6,100,18.4,29.9,12
2023-04-10T05:00,9.1,93,0.50,0.50,53,1013.3,100,22.1,34.9,12
2023-04-10T06:00,9.1,93,0.40,0.40,51,1013.2,100,19.1,37.1,22
2023-04-10T07:00,9.4,91,0.50,0.50,53,1012.9,100,21.7,37.1,24
2023-04-10T08:00,9.7,88,0.10,0.10,51,1012.4,100,24.4,41.8,19
2023-04-10T09:00,10.5,87,0.10,0.10,51,1011.8,100,22.9,42.1,26
2023-04-10T10:00,10.8,86,0.00,0.00,3,1011.1,100,24.5,41.4,33
2023-04-10T11:00,11.2,85,0.10,0.10,51,1010.7,100,25.4,43.6,39
2023-04-10T12:00,9.9,87,0.10,0.10,51,1011.7,100,28.6,46.8,36
2023-04-10T13:00,10.0,84,0.10,0.10,51,1011.5,100,30.6,51.5,34
2023-04-10T14:00,10.1,86,0.10,0.10,51,1011.2,100,25.1,51.1,27
2023-04-10T15:00,10.0,88,0.10,0.10,51,1010.9,100,26.1,43.2,26
2023-04-10T16:00,9.8,89,0.10,0.10,51,1010.5,100,23.3,43.9,22
2023-04-10T17:00,9.8,89,0.10,0.10,51,1010.1,100,24.6,39.6,21
2023-04-10T18:00,9.6,89,0.30,0.30,51,1010.0,100,27.3,44.3,18
2023-04-10T19:00,9.5,91,0.10,0.10,51,1010.0,100,23.7,44.6,17
2023-04-10T20:00,9.2,91,0.00,0.00,3,1009.8,100,21.6,38.5,11
2023-04-10T21:00,9.2,91,0.10,0.10,51,1009.7,100,21.6,35.3,11
2023-04-10T22:00,9.4,91,0.10,0.10,51,1009.5,100,23.9,39.2,5
2023-04-10T23:00,9.1,92,0.10,0.10,51,1009.3,100,22.0,39.2,2
2023-04-11T00:00,9.2,93,0.10,0.10,51,1009.2,100,11.3,35.6,338
2023-04-11T01:00,8.8,92,0.60,0.60,53,1008.7,100,9.2,19.1,329
2023-04-11T02:00,8.9,91,0.30,0.30,51,1008.5,100,9.7,16.2,321
2023-04-11T03:00,8.8,89,0.10,0.10,51,1008.2,100,13.8,22.3,321
2023-04-11T04:00,8.6,92,0.00,0.00,3,1008.2,100,15.1,24.1,322
2023-04-11T05:00,8.8,91,0.10,0.10,51,1008.2,100,13.8,24.5,321
2023-04-11T06:00,9.2,87,0.10,0.10,51,1008.2,100,14.0,25.9,314
2023-04-11T07:00,9.2,87,0.10,0.10,51,1008.2,100,12.7,24.1,295
2023-04-11T08:00,9.9,86,0.10,0.10,51,1008.1,99,11.2,22.0,274
2023-04-11T09:00,11.1,78,0.10,0.10,51,1007.8,100,12.3,26.3,277
2023-04-11T10:00,11.3,76,0.10,0.10,51,1007.5,100,14.0,27.4,269
2023-04-11T11:00,10.5,77,0.80,0.80,53,1007.5,100,13.7,28.1,268
2023-04-11T12:00,10.6,72,0.50,0.50,53,1005.9,100,26.4,24.8,276
2023-04-11T13:00,9.9,79,0.30,0.30,51,1006.0,100,20.5,44.6,269
2023-04-11T14:00,9.9,82,0.30,0.30,51,1005.6,100,16.7,35.3,245
2023-04-11T15:00,9.9,88,0.40,0.40,51,1005.4,100,25.2,41.0,256
2023-04-11T16:00,9.9,86,0.50,0.50,53,1005.3,100,20.1,42.1,280
2023-04-11T17:00,9.6,86,0.20,0.20,51,1005.5,100,14.8,33.1,266
2023-04-11T18:00,9.9,84,0.10,0.10,51,1005.8,100,18.1,29.2,263
2023-04-11T19:00,9.7,83,0.00,0.00,3,1005.9,100,19.5,31.7,273
2023-04-11T20:00,9.9,82,0.10,0.10,51,1005.4,100,19.6,32.8,264
2023-04-11T21:00,9.9,84,0.20,0.20,51,1005.3,100,21.0,34.2,263
2023-04-11T22:00,9.6,86,0.30,0.30,51,1005.2,100,22.3,36.7,268
2023-04-11T23:00,9.6,88,0.50,0.50,53,1004.9,100,22.5,37.1,254
2023-04-12T00:00,9.8,89,1.10,1.10,55,1003.6,100,33.2,37.1,244
2023-04-12T01:00,9.9,89,0.90,0.90,53,1003.4,100,32.2,56.2,256
2023-04-12T02:00,9.6,91,0.20,0.20,51,1003.3,100,23.9,51.8,277
2023-04-12T03:00,9.6,89,0.70,0.70,53,1003.5,100,20.3,38.9,283
2023-04-12T04:00,9.4,89,1.30,1.30,61,1003.8,100,18.1,33.5,277
2023-04-12T05:00,9.6,89,1.20,1.20,55,1004.2,100,18.1,30.6,275
2023-04-12T06:00,9.9,89,0.20,0.20,51,1004.5,100,17.6,29.9,271
2023-04-12T07:00,10.6,88,0.00,0.00,3,1004.7,99,18.0,30.6,258
2023-04-12T08:00,12.1,83,0.20,0.20,51,1004.8,70,21.4,38.5,250
2023-04-12T09:00,12.3,77,0.50,0.50,53,1004.6,97,24.5,43.2,250
2023-04-12T10:00,10.8,88,2.20,2.20,61,1004.8,100,25.4,46.1,249
2023-04-12T11:00,10.9,85,0.10,0.10,51,1004.6,100,26.0,45.0,248
2023-04-12T12:00,12.4,79,0.20,0.20,51,1003.5,72,23.1,43.6,265
2023-04-12T13:00,11.1,81,2.60,2.60,63,1004.2,100,12.5,38.9,319
2023-04-12T14:00,10.8,83,0.60,0.60,53,1004.6,100,4.0,21.2,270
2023-04-12T15:00,10.5,90,0.60,0.60,53,1005.0,100,9.1,17.6,236
2023-04-12T16:00,10.6,92,0.40,0.40,51,1005.1,99,8.8,16.2,261
2023-04-12T17:00,10.3,93,0.10,0.10,51,1006.1,89,11.4,17.6,259
2023-04-12T18:00,9.9,92,0.00,0.00,1,1006.6,34,13.4,22.7,256
2023-04-12T19:00,9.4,92,0.00,0.00,0,1006.9,7,10.5,21.6,243
2023-04-12T20:00,9.4,92,0.00,0.00,1,1007.2,40,9.8,17.3,246
2023-04-12T21:00,9.4,93,0.00,0.00,1,1007.6,37,11.5,18.4,250
2023-04-12T22:00,9.4,93,0.00,0.00,2,1007.9,69,12.5,20.5,252
2023-04-12T23:00,8.9,93,0.00,0.00,1,1008.0,30,9.8,20.2,264
2023-04-13T00:00,8.8,87,0.00,0.00,1,1008.1,21,11.2,16.2,291
2023-04-13T01:00,8.8,85,0.00,0.00,2,1008.4,55,11.6,19.8,292
2023-04-13T02:00,8.6,85,0.00,0.00,1,1008.7,24,8.9,19.4,284
2023-04-13T03:00,8.4,86,0.00,0.00,1,1009.3,30,9.0,15.1,270
2023-04-13T04:00,8.8,86,0.00,0.00,2,1010.2,64,9.4,15.8,274
2023-04-13T05:00,10.2,83,0.00,0.00,1,1010.9,43,11.2,18.0,268
2023-04-13T06:00,11.6,81,0.00,0.00,1,1011.6,33,9.3,19.1,242
2023-04-13T07:00,12.4,80,0.00,0.00,0,1012.1,0,13.0,25.6,219
2023-04-13T08:00,13.0,81,0.00,0.00,0,1012.4,1,13.9,28.4,217
2023-04-13T09:00,13.6,76,0.00,0.00,0,1012.4,9,14.8,29.9,219
2023-04-13T10:00,14.1,72,0.00,0.00,0,1012.3,11,16.1,32.0,222
2023-04-13T11:00,14.5,69,0.00,0.00,1,1012.3,29,16.5,32.4,226
2023-04-13T12:00,15.9,65,0.00,0.00,1,1012.0,22,14.1,32.4,232
2023-04-13T13:00,15.9,68,0.00,0.00,0,1011.8,1,11.8,28.1,220
2023-04-13T14:00,15.8,68,0.00,0.00,0,1011.4,15,9.1,24.1,198
2023-04-13T15:00,15.1,71,0.00,0.00,0,1011.2,2,8.2,18.7,165
2023-04-13T16:00,13.6,73,0.00,0.00,0,1011.3,6,7.0,15.5,159
2023-04-13T17:00,10.7,74,0.00,0.00,0,1011.4,0,9.2,11.5,154
2023-04-13T18:00,11.5,67,0.00,0.00,0,1011.8,7,10.0,15.1,139
2023-04-13T19:00,11.4,68,0.00,0.00,0,1012.0,0,10.9,18.4,134
