latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,28.887304,32.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),wind_direction_10m (°)
2023-01-01T00:00,7.3,81,0.00,0.00,0,1031.7,2,5.8,5.8,60
2023-01-01T01:00,8.6,75,0.00,0.00,0,1031.7,0,4.3,6.8,42
2023-01-01T02:00,7.0,78,0.00,0.00,0,1031.8,0,3.8,5.8,17
2023-01-01T03:00,4.8,84,0.00,0.00,0,1031.8,0,6.1,7.9,28
2023-01-01T04:00,3.7,88,0.00,0.00,0,1031.9,0,7.4,9.7,39
2023-01-01T05:00,3.3,88,0.00,0.00,0,1032.2,0,8.7,11.2,45
2023-01-01T06:00,4.1,87,0.00,0.00,0,1032.3,0,9.8,12.6,66
2023-01-01T07:00,8.4,76,0.00,0.00,0,1032.5,0,9.0,12.6,92
2023-01-01T08:00,10.2,73,0.00,0.00,0,1032.9,0,8.6,16.6,92
2023-01-01T09:00,11.6,67,0.00,0.00,0,1033.0,0,8.2,17.3,105
2023-01-01T10:00,12.4,60,0.00,0.00,0,1032.4,0,9.4,19.1,113
2023-01-01T11:00,13.0,57,0.00,0.00,0,1031.8,0,8.9,19.4,117
2023-01-01T12:00,13.2,56,0.00,0.00,0,1031.5,0,3.8,18.4,131
2023-01-01T13:00,13.5,57,0.00,0.00,0,1031.6,0,2.3,10.1,39
2023-01-01T14:00,11.9,73,0.00,0.00,0,1031.5,0,5.8,6.1,7
2023-01-01T15:00,8.2,83,0.00,0.00,0,1031.5,1,9.5,13.3,25
2023-01-01T16:00,8.1,89,0.00,0.00,0,1031.9,3,9.9,15.8,46
2023-01-01T17:00,7.2,87,0.00,0.00,0,1032.2,0,8.9,16.2,43
2023-01-01T18:00,7.1,86,0.00,0.00,0,1032.2,0,8.1,14.4,45
2023-01-01T19:00,5.9,87,0.00,0.00,0,1032.2,0,9.2,13.3,64
2023-01-01T20:00,5.3,86,0.00,0.00,0,1032.1,0,10.2,13.7,67
2023-01-01T21:00,5.8,82,0.00,0.00,0,1032.2,0,9.8,12.6,84
2023-01-01T22:00,6.5,78,0.00,0.00,0,1032.1,0,9.7,12.2,92
2023-01-01T23:00,5.9,79,0.00,0.00,0,1031.9,0,11.9,13.3,92
2023-01-02T00:00,5.2,86,0.00,0.00,0,1031.9,0,8.7,16.6,83
2023-01-02T01:00,4.2,87,0.00,0.00,0,1031.9,0,10.3,15.1,115
2023-01-02T02:00,3.7,92,0.00,0.00,0,1031.7,7,10.5,14.0,142
2023-01-02T03:00,4.9,94,0.00,0.00,0,1031.8,9,8.6,13.0,158
2023-01-02T04:00,4.3,97,0.00,0.00,0,1031.9,11,9.6,11.5,167
2023-01-02T05:00,3.4,98,0.00,0.00,0,1032.4,8,10.8,13.7,176
2023-01-02T06:00,3.5,97,0.00,0.00,0,1032.3,9,10.2,13.7,190
2023-01-02T07:00,7.3,91,0.00,0.00,0,1032.4,10,7.1,13.0,210
2023-01-02T08:00,8.3,86,0.00,0.00,0,1032.5,16,6.6,14.8,221
2023-01-02T09:00,8.9,80,0.00,0.00,0,1032.2,12,6.4,16.2,218
2023-01-02T10:00,9.4,76,0.00,0.00,0,1031.5,13,6.7,16.9,216
2023-01-02T11:00,9.6,75,0.00,0.00,0,1030.9,12,6.9,17.3,223
2023-01-02T12:00,10.4,79,0.00,0.00,0,1030.0,5,7.9,17.3,246
2023-01-02T13:00,10.4,79,0.00,0.00,0,1030.0,2,5.3,17.3,242
2023-01-02T14:00,9.4,88,0.00,0.00,0,1030.0,3,2.8,12.6,220
2023-01-02T15:00,9.3,84,0.00,0.00,0,1029.9,0,4.7,6.1,203
2023-01-02T16:00,9.1,83,0.00,0.00,0,1029.9,0,3.6,5.4,174
2023-01-02T17:00,8.9,83,0.00,0.00,0,1030.0,0,4.1,5.0,135
2023-01-02T18:00,8.4,86,0.00,0.00,0,1029.9,0,4.3,5.4,132
2023-01-02T19:00,8.2,86,0.00,0.00,0,1029.6,0,2.6,5.0,196
2023-01-02T20:00,8.0,88,0.00,0.00,0,1029.4,0,3.1,4.0,291
2023-01-02T21:00,7.5,91,0.00,0.00,0,1029.2,0,4.2,5.8,301
2023-01-02T22:00,6.9,94,0.00,0.00,0,1029.1,5,3.9,5.8,292
2023-01-02T23:00,6.3,97,0.00,0.00,1,1029.0,27,5.2,6.5,258
2023-01-03T00:00,3.4,99,0.00,0.00,3,1029.0,100,7.9,8.3,227
2023-01-03T01:00,3.3,100,0.00,0.00,3,1029.0,100,8.0,9.7,216
2023-01-03T02:00,5.7,97,0.00,0.00,3,1028.5,98,6.4,10.8,218
2023-01-03T03:00,6.4,92,0.00,0.00,1,1028.3,26,7.9,14.0,219
2023-01-03T04:00,6.0,93,0.00,0.00,0,1028.1,9,7.4,14.0,219
2023-01-03T05:00,6.1,93,0.00,0.00,0,1028.3,12,8.4,14.8,220
2023-01-03T06:00,6.4,91,0.00,0.00,0,1028.6,5,10.0,16.9,218
2023-01-03T07:00,7.9,91,0.00,0.00,0,1028.7,1,13.4,21.6,216
2023-01-03T08:00,9.0,82,0.00,0.00,0,1028.6,3,15.9,27.7,219
2023-01-03T09:00,9.5,75,0.00,0.00,0,1028.5,6,17.6,31.3,226
2023-01-03T10:00,9.7,74,0.00,0.00,0,1027.6,4,16.3,31.7,227
2023-01-03T11:00,9.8,75,0.00,0.00,0,1026.9,6,15.1,30.6,230
2023-01-03T12:00,10.2,78,0.00,0.00,0,1026.2,3,13.6,28.4,233
2023-01-03T13:00,9.9,78,0.00,0.00,0,1026.1,2,13.7,25.6,225
2023-01-03T14:00,9.1,80,0.00,0.00,0,1025.9,2,12.0,24.8,221
2023-01-03T15:00,7.7,88,0.00,0.00,0,1025.7,0,9.7,19.4,228
2023-01-03T16:00,7.6,88,0.00,0.00,0,1025.8,0,9.7,16.2,231
2023-01-03T17:00,7.7,88,0.00,0.00,0,1026.1,1,10.0,16.2,229
2023-01-03T18:00,7.9,88,0.00,0.00,0,1026.1,0,10.4,16.9,226
2023-01-03T19:00,8.1,88,0.00,0.00,0,1026.1,0,11.5,18.7,221
2023-01-03T20:00,8.4,90,0.00,0.00,0,1026.0,0,12.1,19.4,217
2023-01-03T21:00,8.5,90,0.00,0.00,0,1026.0,0,12.0,19.8,221
2023-01-03T22:00,8.5,92,0.00,0.00,0,1026.0,8,11.5,19.4,231
2023-01-03T23:00,8.2,93,0.00,0.00,1,1025.8,29,10.0,18.7,244
2023-01-04T00:00,7.2,92,0.00,0.00,2,1026.0,55,9.6,16.6,257
2023-01-04T01:00,6.8,94,0.00,0.00,2,1026.1,56,9.6,15.8,257
2023-01-04T02:00,6.8,97,0.00,0.00,3,1026.1,100,10.2,17.3,260
2023-01-04T03:00,6.8,98,0.00,0.00,3,1025.9,100,10.5,18.4,262
2023-01-04T04:00,6.8,98,0.00,0.00,3,1025.8,100,8.8,18.4,261
2023-01-04T05:00,6.8,98,0.00,0.00,3,1026.2,100,7.2,15.8,264
2023-01-04T06:00,6.9,94,0.00,0.00,3,1026.4,100,6.2,13.7,280
2023-01-04T07:00,7.3,91,0.00,0.00,3,1026.7,100,5.2,12.6,295
2023-01-04T08:00,7.8,93,0.00,0.00,3,1026.7,100,3.6,11.9,276
2023-01-04T09:00,8.9,91,0.00,0.00,3,1026.5,100,5.4,13.0,228
2023-01-04T10:00,10.2,87,0.00,0.00,3,1025.8,100,4.0,14.8,265
2023-01-04T11:00,11.2,83,0.00,0.00,3,1025.5,100,6.9,14.4,351
2023-01-04T12:00,11.6,80,0.20,0.20,51,1025.8,100,10.9,20.2,8
2023-01-04T13:00,11.4,78,0.00,0.00,3,1026.1,100,15.7,28.1,16
2023-01-04T14:00,10.7,83,0.00,0.00,3,1026.4,100,15.8,28.8,21
2023-01-04T15:00,10.1,88,0.00,0.00,3,1026.6,100,13.7,25.9,23
2023-01-04T16:00,10.1,89,0.00,0.00,3,1026.8,100,13.7,22.3,35
2023-01-04T17:00,10.0,88,0.00,0.00,3,1026.9,100,13.5,22.0,44
2023-01-04T18:00,9.9,87,0.00,0.00,3,1027.0,100,14.5,23.0,42
2023-01-04T19:00,9.8,86,0.00,0.00,3,1027.1,100,14.4,23.4,37
2023-01-04T20:00,9.7,86,0.00,0.00,3,1027.1,100,14.0,23.4,42
2023-01-04T21:00,9.6,86,0.00,0.00,3,1026.9,100,11.7,22.3,43
2023-01-04T22:00,9.5,87,0.00,0.00,3,1026.8,96,11.1,18.4,36
2023-01-04T23:00,8.9,90,0.00,0.00,3,1026.4,100,11.2,18.0,40
2023-01-05T00:00,9.2,86,0.00,0.00,3,1025.5,100,9.5,18.7,25
2023-01-05T01:00,9.6,85,0.00,0.00,3,1025.3,100,9.3,16.6,28
2023-01-05T02:00,9.5,87,0.00,0.00,3,1024.9,100,8.5,15.8,36
2023-01-05T03:00,9.4,89,0.00,0.00,3,1024.3,100,8.2,14.4,41
2023-01-05T04:00,9.4,90,0.00,0.00,3,1024.1,100,6.7,13.7,36
2023-01-05T05:00,9.3,91,0.00,0.00,3,1023.8,96,6.4,11.9,27
2023-01-05T06:00,9.4,91,0.00,0.00,2,1023.7,76,6.3,10.8,24
2023-01-05T07:00,9.9,89,0.00,0.00,2,1023.6,67,6.7,13.0,36
2023-01-05T08:00,10.7,85,0.00,0.00,1,1023.3,48,6.6,15.1,77
2023-01-05T09:00,11.4,80,0.00,0.00,1,1022.7,30,6.4,15.8,128
2023-01-05T10:00,11.4,80,0.00,0.00,2,1021.6,69,7.4,17.6,166
2023-01-05T11:00,10.9,84,0.00,0.00,1,1020.6,25,7.1,17.6,210
2023-01-05T12:00,11.4,87,0.00,0.00,0,1019.4,7,8.9,17.6,223
2023-01-05T13:00,10.9,87,0.00,0.00,1,1019.3,25,12.0,22.7,224
2023-01-05T14:00,10.2,88,0.00,0.00,2,1019.0,60,11.7,22.7,227
2023-01-05T15:00,9.1,93,0.00,0.00,3,1018.8,87,9.7,20.2,239
2023-01-05T16:00,8.8,94,0.00,0.00,3,1018.8,92,8.4,16.2,250
2023-01-05T17:00,8.6,93,0.00,0.00,1,1018.9,40,8.7,14.0,232
2023-01-05T18:00,9.0,92,0.00,0.00,0,1018.4,7,12.5,20.9,213
2023-01-05T19:00,9.0,91,0.00,0.00,0,1018.9,6,12.5,20.5,229
2023-01-05T20:00,9.3,89,0.00,0.00,0,1018.6,9,14.8,23.8,225
2023-01-05T21:00,9.2,90,0.00,0.00,0,1018.7,12,15.3,24.8,221
2023-01-05T22:00,9.2,92,0.00,0.00,0,1018.5,13,15.5,25.9,224
2023-01-05T23:00,9.4,92,0.00,0.00,2,1018.5,57,17.3,28.1,228
2023-01-06T00:00,9.4,88,0.00,0.00,2,1018.2,74,19.1,31.3,227
2023-01-06T01:00,9.4,87,0.00,0.00,3,1018.5,81,20.1,33.1,227
2023-01-06T02:00,9.4,86,0.00,0.00,3,1018.4,85,20.2,33.8,229
2023-01-06T03:00,9.6,86,0.00,0.00,3,1018.4,100,20.7,34.2,235
2023-01-06T04:00,10.0,85,0.10,0.10,51,1018.5,100,19.7,33.5,232
2023-01-06T05:00,10.0,88,0.60,0.60,53,1019.0,100,20.2,34.2,231
2023-01-06T06:00,10.1,88,0.30,0.30,51,1019.7,100,19.4,33.5,239
2023-01-06T07:00,10.6,86,0.10,0.10,51,1020.2,100,19.9,32.4,238
2023-01-06T08:00,10.9,87,0.00,0.00,3,1020.9,88,19.7,32.0,239
2023-01-06T09:00,11.8,84,0.00,0.00,3,1021.3,100,20.1,36.4,246
2023-01-06T10:00,12.1,84,0.00,0.00,1,1020.8,34,17.9,36.4,245
2023-01-06T11:00,12.6,82,0.00,0.00,1,1020.5,20,13.6,33.8,248
2023-01-06T12:00,12.1,79,0.10,0.10,51,1020.7,16,13.0,29.2,242
2023-01-06T13:00,12.2,84,0.10,0.10,51,1021.1,30,7.9,27.4,227
2023-01-06T14:00,11.6,88,0.10,0.10,51,1021.5,28,5.5,15.8,212
2023-01-06T15:00,8.9,96,0.00,0.00,1,1021.8,23,7.3,9.4,191
2023-01-06T16:00,10.4,92,0.00,0.00,1,1022.4,30,5.1,9.4,188
2023-01-06T17:00,10.6,90,0.00,0.00,1,1023.3,35,2.6,5.8,106
2023-01-06T18:00,10.7,88,0.00,0.00,2,1023.6,58,3.7,4.0,101
2023-01-06T19:00,9.5,91,0.00,0.00,2,1024.0,62,4.3,5.0,90
2023-01-06T20:00,10.2,90,0.00,0.00,2,1024.4,58,3.7,5.0,119
2023-01-06T21:00,10.1,91,0.00,0.00,1,1024.9,21,4.3,4.7,156
2023-01-06T22:00,7.9,95,0.00,0.00,1,1025.1,35,6.1,11.2,140
2023-01-06T23:00,6.9,92,0.00,0.00,0,1025.2,18,7.6,10.4,93
2023-01-07T00:00,9.3,82,0.00,0.00,1,1024.7,22,2.5,9.4,90
2023-01-07T01:00,7.8,84,0.00,0.00,1,1024.9,47,3.4,4.3,18
2023-01-07T02:00,5.2,90,0.00,0.00,1,1024.8,40,6.1,8.3,28
2023-01-07T03:00,5.8,88,0.00,0.00,3,1024.9,91,4.2,8.3,31
2023-01-07T04:00,6.1,88,0.00,0.00,3,1025.0,95,2.6,6.1,34
2023-01-07T05:00,4.2,93,0.00,0.00,3,1025.4,91,6.0,7.6,25
2023-01-07T06:00,3.9,93,0.00,0.00,0,1025.7,2,7.1,9.7,24
2023-01-07T07:00,7.1,85,0.00,0.00,0,1025.7,3,3.1,9.0,21
2023-01-07T08:00,8.8,85,0.00,0.00,0,1025.9,3,1.8,9.4,349
2023-01-07T09:00,10.1,79,0.00,0.00,0,1025.7,3,2.6,10.8,254
2023-01-07T10:00,10.7,79,0.00,0.00,0,1025.1,1,4.3,14.4,246
2023-01-07T11:00,10.9,77,0.00,0.00,0,1024.3,1,5.1,14.8,225
2023-01-07T12:00,11.0,71,0.00,0.00,0,1023.8,14,6.8,15.1,238
2023-01-07T13:00,11.1,67,0.00,0.00,0,1023.7,2,5.6,15.8,230
2023-01-07T14:00,10.4,79,0.00,0.00,0,1023.5,8,2.1,13.0,211
2023-01-07T15:00,9.0,79,0.00,0.00,0,1023.6,5,6.3,5.8,24
2023-01-07T16:00,7.1,90,0.00,0.00,0,1023.9,3,7.6,12.6,31
2023-01-07T17:00,6.9,94,0.00,0.00,0,1024.0,2,7.1,11.5,41
2023-01-07T18:00,5.9,97,0.00,0.00,1,1024.0,24,6.9,11.5,43
2023-01-07T19:00,5.3,98,0.00,0.00,3,1024.0,83,6.4,10.1,38
2023-01-07T20:00,5.6,97,0.00,0.00,3,1024.3,100,6.6,10.8,22
2023-01-07T21:00,5.6,99,0.00,0.00,3,1024.3,98,6.9,12.2,28
2023-01-07T22:00,5.2,98,0.00,0.00,3,1024.3,100,6.3,12.2,24
2023-01-07T23:00,4.9,98,0.00,0.00,3,1024.0,100,7.8,14.0,13
2023-01-08T00:00,4.0,95,0.00,0.00,3,1024.0,100,5.6,15.1,27
2023-01-08T01:00,3.7,95,0.00,0.00,3,1024.0,100,3.4,10.1,18
2023-01-08T02:00,3.4,93,0.00,0.00,3,1023.5,100,4.0,7.9,27
2023-01-08T03:00,3.6,92,0.00,0.00,3,1023.4,82,5.2,10.1,25
2023-01-08T04:00,3.2,92,0.00,0.00,3,1023.5,84,5.3,10.1,28
2023-01-08T05:00,2.2,91,0.00,0.00,2,1023.8,51,8.7,11.5,38
2023-01-08T06:00,3.2,89,0.00,0.00,1,1024.0,22,8.0,12.2,54
2023-01-08T07:00,6.8,78,0.00,0.00,0,1024.1,4,6.8,10.8,72
2023-01-08T08:00,8.2,74,0.00,0.00,0,1024.3,6,6.2,14.0,97
2023-01-08T09:00,9.4,73,0.00,0.00,0,1024.3,1,5.9,15.5,101
2023-01-08T10:00,10.4,72,0.00,0.00,0,1023.5,3,6.6,16.9,99
2023-01-08T11:00,11.0,68,0.00,0.00,0,1022.9,11,5.9,16.9,101
2023-01-08T12:00,11.7,69,0.00,0.00,0,1022.3,4,4.0,15.5,63
2023-01-08T13:00,11.8,67,0.00,0.00,0,1022.3,4,5.4,12.2,42
2023-01-08T14:00,10.7,72,0.00,0.00,0,1022.4,0,9.0,15.1,29
2023-01-08T15:00,8.6,81,0.00,0.00,0,1022.5,0,12.1,19.8,30
2023-01-08T16:00,7.5,83,0.00,0.00,0,1022.6,0,12.5,20.9,46
2023-01-08T17:00,6.9,86,0.00,0.00,0,1022.8,0,12.4,20.5,54
2023-01-08T18:00,6.8,88,0.00,0.00,0,1022.8,0,12.4,20.5,64
2023-01-08T19:00,6.4,88,0.00,0.00,0,1022.9,0,10.2,20.2,72
2023-01-08T20:00,5.9,87,0.00,0.00,0,1022.9,0,8.8,16.9,71
2023-01-08T21:00,5.5,86,0.00,0.00,0,1022.9,0,8.5,14.4,62
2023-01-08T22:00,5.1,86,0.00,0.00,0,1023.1,0,7.7,14.0,62
2023-01-08T23:00,4.2,87,0.00,0.00,0,1022.8,0,7.7,12.6,62
2023-01-09T00:00,4.2,85,0.00,0.00,0,1022.8,0,8.5,11.9,78
2023-01-09T01:00,4.6,81,0.00,0.00,0,1022.8,0,7.7,13.0,79
2023-01-09T02:00,5.2,77,0.00,0.00,0,1022.5,0,9.4,15.5,94
2023-01-09T03:00,5.4,76,0.00,0.00,0,1022.1,0,10.7,17.6,110
2023-01-09T04:00,5.8,72,0.00,0.00,0,1022.2,0,14.0,23.8,116
2023-01-09T05:00,5.9,70,0.00,0.00,0,1022.1,0,17.5,28.4,122
2023-01-09T06:00,6.2,69,0.00,0.00,0,1022.1,0,17.4,29.9,128
2023-01-09T07:00,7.2,66,0.00,0.00,0,1022.3,0,17.8,29.5,132
2023-01-09T08:00,8.1,62,0.00,0.00,0,1022.1,0,16.6,29.9,138
2023-01-09T09:00,8.9,59,0.00,0.00,0,1021.8,0,14.2,29.5,150
2023-01-09T10:00,9.6,60,0.00,0.00,0,1021.3,0,8.5,26.3,168
2023-01-09T11:00,10.0,60,0.00,0.00,0,1020.6,0,4.7,19.1,176
2023-01-09T12:00,9.9,61,0.00,0.00,1,1020.0,29,10.9,14.4,163
2023-01-09T13:00,9.9,63,0.00,0.00,3,1019.9,95,8.0,20.9,172
2023-01-09T14:00,9.2,71,0.00,0.00,3,1019.8,96,4.6,16.2,162
2023-01-09T15:00,5.8,85,0.00,0.00,3,1019.6,86,10.1,11.9,153
2023-01-09T16:00,5.9,83,0.00,0.00,2,1019.4,68,9.7,13.7,149
2023-01-09T17:00,7.6,77,0.00,0.00,1,1019.1,25,10.3,16.2,144
2023-01-09T18:00,7.9,76,0.00,0.00,0,1018.8,6,11.5,18.4,141
2023-01-09T19:00,7.7,76,0.00,0.00,0,1018.5,0,11.5,18.7,136
2023-01-09T20:00,7.6,75,0.00,0.00,0,1018.3,8,12.7,20.2,133
2023-01-09T21:00,7.6,74,0.00,0.00,0,1018.2,5,13.2,21.6,133
2023-01-09T22:00,7.3,78,0.00,0.00,0,1018.2,17,11.3,21.2,143
2023-01-09T23:00,7.0,82,0.00,0.00,0,1017.8,0,9.4,18.4,157
2023-01-10T00:00,7.0,83,0.00,0.00,0,1017.5,0,10.5,15.1,153
2023-01-10T01:00,5.6,87,0.00,0.00,0,1017.7,4,8.5,16.9,168
2023-01-10T02:00,6.4,82,0.00,0.00,1,1017.3,41,9.4,15.1,173
2023-01-10T03:00,7.0,80,0.00,0.00,3,1017.1,100,10.9,17.6,172
2023-01-10T04:00,7.3,77,0.00,0.00,3,1016.8,100,10.0,17.6,154
2023-01-10T05:00,6.9,76,0.00,0.00,3,1016.5,100,11.2,18.0,140
2023-01-10T06:00,7.3,69,0.00,0.00,3,1016.6,100,14.3,22.3,129
2023-01-10T07:00,8.4,64,0.00,0.00,3,1016.3,82,18.4,29.2,129
2023-01-10T08:00,9.7,60,0.00,0.00,3,1015.9,100,21.1,34.9,127
2023-01-10T09:00,10.6,57,0.00,0.00,3,1015.5,100,21.4,36.0,132
2023-01-10T10:00,11.4,56,0.00,0.00,3,1014.5,100,19.4,36.4,138
2023-01-10T11:00,12.1,56,0.00,0.00,3,1013.7,100,17.2,32.8,143
2023-01-10T12:00,12.6,51,0.00,0.00,3,1012.6,100,26.3,29.5,138
2023-01-10T13:00,12.9,52,0.00,0.00,3,1012.6,94,23.9,42.5,136
2023-01-10T14:00,12.2,55,0.10,0.10,51,1012.4,100,24.0,38.2,130
2023-01-10T15:00,12.2,53,0.00,0.00,3,1011.6,100,24.9,39.2,129
2023-01-10T16:00,12.4,51,0.00,0.00,3,1011.8,100,25.0,40.0,130
2023-01-10T17:00,12.1,52,0.00,0.00,3,1011.8,100,26.0,41.8,135
2023-01-10T18:00,11.2,60,0.60,0.60,53,1011.3,100,26.4,41.4,129
2023-01-10T19:00,10.9,64,0.50,0.50,53,1011.8,100,26.9,45.0,141
2023-01-10T20:00,10.9,64,0.30,0.30,51,1012.3,100,25.6,46.4,142
2023-01-10T21:00,10.4,69,0.20,0.20,51,1012.9,100,21.3,41.0,146
2023-01-10T22:00,10.0,76,0.40,0.40,51,1013.1,100,17.6,33.5,136
2023-01-10T23:00,9.7,77,0.00,0.00,3,1012.9,100,19.7,32.0,128
2023-01-11T00:00,9.5,83,0.00,0.00,3,1013.6,100,6.7,31.7,144
2023-01-11T01:00,10.6,78,0.00,0.00,3,1013.7,100,10.8,16.9,120
2023-01-11T02:00,9.9,82,0.40,0.40,51,1013.8,100,15.3,26.3,117
2023-01-11T03:00,9.7,81,0.10,0.10,51,1012.9,100,17.9,28.4,100
2023-01-11T04:00,9.7,80,0.10,0.10,51,1013.3,100,15.6,29.2,116
2023-01-11T05:00,10.1,77,0.00,0.00,3,1013.6,100,19.3,29.9,117
2023-01-11T06:00,10.4,76,0.00,0.00,3,1013.5,100,20.9,33.5,119
2023-01-11T07:00,10.6,76,0.00,0.00,3,1014.2,100,22.2,35.3,126
2023-01-11T08:00,10.9,75,0.00,0.00,3,1014.3,100,21.7,35.3,130
2023-01-11T09:00,11.4,75,0.00,0.00,3,1014.8,100,16.1,34.2,138
2023-01-11T10:00,11.9,76,0.00,0.00,3,1014.6,100,6.3,26.3,156
2023-01-11T11:00,11.7,77,0.00,0.00,3,1014.1,100,5.5,13.0,113
2023-01-11T12:00,12.5,75,0.00,0.00,3,1014.0,100,7.2,16.9,333
2023-01-11T13:00,12.6,75,0.00,0.00,3,1014.4,100,8.3,15.5,342
2023-01-11T14:00,11.8,80,0.00,0.00,3,1014.7,100,10.8,16.6,339
2023-01-11T15:00,10.9,79,0.00,0.00,3,1014.8,100,12.3,19.8,353
2023-01-11T16:00,9.9,81,0.00,0.00,3,1015.0,100,9.8,19.8,6
2023-01-11T17:00,9.9,82,0.00,0.00,3,1015.4,100,9.6,17.3,13
2023-01-11T18:00,9.9,83,0.00,0.00,3,1015.5,100,10.0,15.8,13
2023-01-11T19:00,9.8,85,0.10,0.10,51,1015.5,100,10.1,16.6,2
2023-01-11T20:00,9.5,87,0.00,0.00,3,1015.4,100,10.9,18.4,352
2023-01-11T21:00,9.1,90,0.10,0.10,51,1015.6,100,10.3,18.0,12
2023-01-11T22:00,9.1,91,0.10,0.10,51,1015.9,100,7.7,17.6,11
2023-01-11T23:00,9.4,91,0.20,0.20,51,1015.6,100,10.4,16.9,358
2023-01-12T00:00,7.9,94,0.00,0.00,3,1015.1,100,10.0,16.9,334
2023-01-12T01:00,8.5,94,0.00,0.00,3,1015.5,100,9.2,16.9,349
2023-01-12T02:00,7.9,95,0.00,0.00,3,1015.5,100,6.6,15.5,351
2023-01-12T03:00,7.7,95,0.00,0.00,3,1015.5,100,6.9,12.2,351
2023-01-12T04:00,7.6,95,0.00,0.00,3,1015.8,99,6.6,11.9,347
2023-01-12T05:00,6.8,97,0.00,0.00,3,1016.3,89,5.8,10.1,22
2023-01-12T06:00,6.7,97,0.00,0.00,3,1016.8,86,5.3,9.0,28
2023-01-12T07:00,8.1,97,0.00,0.00,3,1017.1,98,4.9,10.4,343
2023-01-12T08:00,9.7,96,0.00,0.00,2,1017.3,68,2.6,11.5,344
2023-01-12T09:00,11.4,93,0.00,0.00,3,1017.3,98,3.2,12.2,333
2023-01-12T10:00,12.4,84,0.00,0.00,2,1016.7,59,3.9,13.3,326
2023-01-12T11:00,13.4,77,0.00,0.00,3,1016.2,100,4.6,14.4,309
2023-01-12T12:00,12.9,79,0.00,0.00,3,1016.4,98,11.9,14.4,355
2023-01-12T13:00,12.0,81,0.00,0.00,3,1016.8,86,17.5,30.2,351
2023-01-12T14:00,10.6,86,0.00,0.00,3,1017.0,100,19.9,34.2,347
2023-01-12T15:00,9.7,93,0.00,0.00,3,1017.1,100,22.2,37.4,352
2023-01-12T16:00,9.4,93,0.00,0.00,3,1017.6,100,23.2,39.2,354
2023-01-12T17:00,8.9,93,0.00,0.00,3,1018.1,100,21.5,39.2,351
2023-01-12T18:00,8.8,92,0.00,0.00,3,1018.1,100,20.6,34.9,354
2023-01-12T19:00,8.6,92,0.00,0.00,3,1018.1,100,20.7,34.9,353
2023-01-12T20:00,8.6,91,0.20,0.20,51,1018.2,100,20.4,34.9,352
2023-01-12T21:00,8.4,92,0.50,0.50,53,1018.4,100,20.3,33.5,354
2023-01-12T22:00,8.2,94,0.70,0.70,53,1018.7,100,18.9,33.5,351
2023-01-12T23:00,7.9,93,1.10,1.10,55,1018.5,100,19.8,33.1,350
2023-01-13T00:00,7.8,92,0.50,0.50,53,1018.3,100,18.7,36.0,360
2023-01-13T01:00,7.9,93,0.00,0.00,3,1018.4,100,18.4,30.6,359
2023-01-13T02:00,8.1,93,0.00,0.00,3,1018.0,100,19.9,32.8,356
2023-01-13T03:00,8.0,94,0.00,0.00,3,1017.6,100,19.7,32.4,351
2023-01-13T04:00,8.2,94,0.00,0.00,3,1017.7,100,18.9,32.0,346
2023-01-13T05:00,8.3,95,0.00,0.00,3,1018.2,100,16.0,30.6,346
2023-01-13T06:00,8.6,96,0.00,0.00,3,1018.5,100,12.8,25.9,350
2023-01-13T07:00,9.3,95,0.00,0.00,3,1018.9,100,10.4,20.2,2
2023-01-13T08:00,10.4,90,0.00,0.00,3,1018.7,98,10.9,19.8,34
2023-01-13T09:00,11.8,77,0.00,0.00,3,1018.7,100,11.7,22.7,43
2023-01-13T10:00,12.2,74,0.00,0.00,3,1018.1,100,11.2,22.7,40
2023-01-13T11:00,12.6,72,0.10,0.10,51,1017.7,100,11.3,22.3,37
2023-01-13T12:00,11.5,75,0.10,0.10,51,1017.9,100,19.6,24.5,26
2023-01-13T13:00,10.9,78,0.00,0.00,2,1018.3,64,21.1,37.1,27
2023-01-13T14:00,10.2,82,0.00,0.00,3,1018.6,93,21.7,37.1,29
2023-01-13T15:00,9.6,88,0.00,0.00,3,1018.7,100,19.3,36.4,29
2023-01-13T16:00,9.4,89,0.00,0.00,3,1019.3,100,20.2,33.5,31
2023-01-13T17:00,9.4,89,0.00,0.00,3,1019.5,100,20.5,33.5,34
2023-01-13T18:00,9.4,88,0.00,0.00,3,1019.7,100,19.5,33.8,39
2023-01-13T19:00,9.2,87,0.00,0.00,3,1019.9,100,18.8,32.0,36
2023-01-13T20:00,9.1,86,0.00,0.00,3,1020.1,100,17.0,30.6,36
2023-01-13T21:00,9.1,86,0.00,0.00,3,1019.9,100,15.9,27.7,39
2023-01-13T22:00,8.8,88,0.00,0.00,3,1019.8,100,15.1,25.9,40
2023-01-13T23:00,8.6,88,0.00,0.00,3,1019.8,100,14.5,24.5,42
2023-01-14T00:00,9.0,85,0.00,0.00,3,1019.2,100,14.0,24.1,35
2023-01-14T01:00,9.1,84,0.00,0.00,3,1019.5,100,15.2,24.8,36
