date,minimum_traffic_index,maximum_traffic_index,average_traffic_index,temperature_mean_c,temperature_min_c,temperature_max_c,humidity_mean_pct,precipitation_sum_mm,rain_sum_mm,pressure_mean_hpa,cloud_cover_mean_pct,wind_speed_mean_kmh,wind_gusts_max_kmh,day_of_week,month,is_weekend,is_rainy,is_heavy_rain
2023-10-31,1,74,31.310104529616723,18.616666666666667,16.8,21.1,89.20833333333333,0.2,0.2,1016.1333333333333,42.375,7.820833333333333,28.1,Tuesday,10,False,True,False
2023-11-01,1,76,32.6794425087108,19.3875,16.5,23.0,80.66666666666667,0.0,0.0,1014.1916666666666,64.25,11.554166666666667,30.2,Wednesday,11,False,False,False
2023-11-02,1,90,37.02482269503545,17.2625,15.2,19.9,88.375,21.5,21.5,1010.5416666666666,85.08333333333333,12.233333333333334,39.2,Thursday,11,False,True,True
2023-11-03,1,80,34.82867132867133,20.3875,16.9,22.8,74.91666666666667,0.2,0.2,1008.6291666666666,73.70833333333333,19.804166666666667,56.9,Friday,11,False,True,False
2023-11-04,1,63,31.73263888888889,22.6375,17.4,27.2,59.666666666666664,11.1,11.1,1004.7624999999999,94.33333333333333,25.6125,69.1,Saturday,11,True,True,True
2023-11-05,1,53,25.270833333333332,19.970833333333335,17.4,22.0,72.54166666666667,0.9,0.9,1008.4416666666666,20.291666666666668,26.65833333333333,56.2,Sunday,11,True,True,False
2023-11-06,1,74,31.348591549295772,20.0625,16.5,22.9,76.75,0.0,0.0,1014.1083333333332,11.958333333333334,17.908333333333335,53.6,Monday,11,False,False,False
2023-11-07,1,78,34.32871972318339,18.804166666666667,15.4,23.1,84.79166666666667,0.1,0.1,1020.1374999999999,37.25,4.983333333333333,14.8,Tuesday,11,False,True,False
2023-11-08,1,78,34.27598566308244,18.145833333333332,15.3,21.0,82.625,0.0,0.0,1016.4208333333332,40.333333333333336,12.924999999999999,42.1,Wednesday,11,False,False,False
2023-11-09,1,81,39.69014084507042,14.112499999999999,12.2,16.9,78.41666666666667,11.399999999999999,11.399999999999999,1020.6791666666667,55.541666666666664,16.216666666666665,45.7,Thursday,11,False,True,True
2023-11-10,1,83,36.73958333333333,14.970833333333333,11.9,18.5,79.41666666666667,0.0,0.0,1017.975,61.75,11.0,30.6,Friday,11,False,False,False
2023-11-11,1,80,36.95833333333333,18.854166666666668,16.8,22.3,74.91666666666667,29.799999999999997,29.799999999999997,1009.2666666666668,89.83333333333333,33.425000000000004,89.3,Saturday,11,True,True,True
2023-11-12,1,58,24.756944444444443,16.175,14.1,18.7,71.0,0.0,0.0,1013.4458333333333,65.58333333333333,9.466666666666667,53.3,Sunday,11,True,False,False
2023-11-13,1,83,41.13028169014085,14.25,9.1,16.2,87.33333333333333,24.7,24.7,1014.2666666666668,77.54166666666667,13.304166666666667,49.3,Monday,11,False,True,True
2023-11-14,1,81,38.62867647058824,13.270833333333334,7.6,16.0,76.54166666666667,0.0,0.0,1017.8791666666666,33.541666666666664,9.9375,29.9,Tuesday,11,False,False,False
2023-11-15,1,87,38.84642857142857,16.833333333333332,13.6,19.4,73.70833333333333,8.9,8.9,1011.5791666666668,59.291666666666664,20.8625,46.8,Wednesday,11,False,True,False
2023-11-16,4,80,40.732394366197184,13.295833333333334,10.8,15.9,74.375,29.0,29.0,1017.9625,41.666666666666664,11.279166666666667,42.5,Thursday,11,False,True,True
2023-11-17,1,78,35.64388489208633,13.941666666666668,10.4,16.3,73.16666666666667,0.0,0.0,1014.4833333333332,76.875,13.866666666666667,45.4,Friday,11,False,False,False
2023-11-18,1,71,37.295138888888886,10.795833333333334,6.9,16.1,83.20833333333333,58.699999999999996,58.699999999999996,1003.1041666666666,100.0,26.704166666666666,68.4,Saturday,11,True,True,True
2023-11-19,1,51,22.559027777777775,5.325,2.3,7.2,81.16666666666667,21.2,18.6,1011.7791666666667,83.54166666666667,25.079166666666666,59.0,Sunday,11,True,True,True
2023-11-20,1,74,30.63859649122807,10.433333333333334,4.6,12.4,78.875,4.3,4.3,1015.1750000000001,57.5,14.895833333333334,40.3,Monday,11,False,True,False
2023-11-21,1,80,35.83333333333333,13.424999999999999,11.4,15.4,76.41666666666667,0.0,0.0,1015.3458333333333,64.875,11.983333333333334,33.1,Tuesday,11,False,False,False
2023-11-22,1,89,38.5625,15.941666666666665,13.2,19.2,78.54166666666667,1.4000000000000001,1.4000000000000001,1013.8916666666668,85.20833333333333,12.4,39.2,Wednesday,11,False,True,False
2023-11-23,4,72,37.846689895470384,12.445833333333333,9.6,14.4,87.91666666666667,1.9000000000000001,1.9000000000000001,1019.4833333333332,64.29166666666667,12.791666666666666,38.2,Thursday,11,False,True,False
2023-11-24,1,80,36.066202090592334,14.733333333333334,11.1,17.0,86.58333333333333,3.2,3.2,1006.8375,60.583333333333336,21.275000000000002,52.6,Friday,11,False,True,False
2023-11-25,1,71,33.19163763066202,16.849999999999998,16.0,18.2,65.54166666666667,0.1,0.1,991.7666666666668,92.45833333333333,32.104166666666664,71.3,Saturday,11,True,True,False
2023-11-26,1,47,18.37979094076655,7.520833333333333,3.5,16.2,64.75,4.6,4.6,997.2791666666667,88.79166666666667,27.34583333333333,91.1,Sunday,11,True,True,False
2023-11-27,1,74,30.23611111111111,5.3125,2.4,8.1,52.5,0.0,0.0,1017.2541666666666,14.541666666666666,19.433333333333334,47.9,Monday,11,False,False,False
2023-11-28,1,89,38.84912280701754,11.854166666666666,8.1,15.4,64.25,2.0,2.0,1009.8375,71.45833333333333,35.00416666666667,92.5,Tuesday,11,False,True,False
2023-11-29,2,90,46.99596774193548,14.383333333333333,11.4,16.1,87.58333333333333,50.1,50.1,1006.6291666666666,99.45833333333333,29.400000000000002,92.9,Wednesday,11,False,True,True
2023-11-30,2,78,40.224264705882355,11.145833333333334,9.2,12.9,80.75,2.4,2.4,1017.7166666666667,86.70833333333333,12.991666666666667,52.9,Thursday,11,False,True,False
2023-12-01,1,80,38.4251968503937,16.229166666666668,13.6,18.1,78.41666666666667,0.0,0.0,1015.9166666666666,66.20833333333333,28.47083333333333,60.1,Friday,12,False,False,False
2023-12-02,1,71,32.34027777777778,17.608333333333334,15.8,18.9,68.54166666666667,0.0,0.0,1012.4541666666668,69.125,38.25833333333333,79.6,Saturday,12,True,False,False
2023-12-03,1,58,22.722222222222225,17.329166666666666,11.2,19.6,68.875,0.0,0.0,1014.0041666666666,97.20833333333333,27.120833333333334,61.6,Sunday,12,True,False,False
2023-12-04,1,85,41.80208333333333,10.116666666666667,9.1,11.9,84.20833333333333,3.8,3.8,1022.15,100.0,25.8875,53.6,Monday,12,False,True,False
2023-12-05,1,85,37.949640287769775,10.595833333333333,8.9,12.4,81.54166666666667,0.0,0.0,1018.9791666666666,93.625,16.875,41.0,Tuesday,12,False,False,False
2023-12-06,1,80,40.21484375,10.670833333333334,9.9,12.5,85.66666666666667,3.3,3.3,1012.1083333333332,100.0,11.116666666666667,29.9,Wednesday,12,False,True,False
2023-12-07,1,89,44.561151079136685,10.416666666666666,9.3,12.1,91.125,8.3,8.3,1012.9041666666667,100.0,9.429166666666667,41.0,Thursday,12,False,True,False
2023-12-08,8,85,46.68029739776952,7.675,6.9,9.6,86.04166666666667,5.7,5.7,1014.0500000000001,100.0,29.6375,56.9,Friday,12,False,True,False
2023-12-09,8,74,39.14685314685315,6.495833333333334,5.8,7.5,88.04166666666667,8.7,8.7,1015.9875000000001,100.0,26.162499999999998,60.1,Saturday,12,True,True,False
2023-12-10,1,56,21.18815331010453,7.045833333333333,4.6,10.3,86.0,0.1,0.1,1018.5333333333333,58.0,6.925,19.1,Sunday,12,True,True,False
2023-12-11,1,74,30.784722222222225,8.358333333333333,5.8,12.3,87.45833333333333,0.0,0.0,1016.8125,63.5,8.879166666666666,26.3,Monday,12,False,False,False
2023-12-12,1,76,32.96180555555556,8.920833333333333,5.6,11.5,86.33333333333333,0.0,0.0,1016.0041666666666,51.833333333333336,9.329166666666667,30.2,Tuesday,12,False,False,False
2023-12-13,1,76,35.11805555555556,10.470833333333333,6.1,12.8,81.45833333333333,0.0,0.0,1015.1041666666666,62.291666666666664,12.029166666666667,34.6,Wednesday,12,False,False,False
2023-12-14,1,81,35.80633802816901,15.299999999999999,12.6,17.1,65.41666666666667,0.0,0.0,1011.375,88.08333333333333,26.1125,61.2,Thursday,12,False,False,False
2023-12-15,1,81,37.74021352313167,11.174999999999999,9.1,15.5,85.0,41.0,41.0,1018.4666666666667,99.41666666666667,23.724999999999998,52.9,Friday,12,False,True,True
2023-12-16,2,74,39.070175438596486,7.7875000000000005,5.7,10.1,88.125,15.4,15.4,1026.4375,100.0,34.19583333333333,71.6,Saturday,12,True,True,True
2023-12-17,1,53,21.438596491228072,6.791666666666667,4.9,8.4,70.0,0.5,0.5,1036.5166666666667,76.5,18.529166666666665,50.4,Sunday,12,True,True,False
2023-12-18,1,74,32.37282229965157,6.05,2.8,10.0,77.04166666666667,0.0,0.0,1032.2291666666667,5.916666666666667,6.470833333333334,16.9,Monday,12,False,False,False
2023-12-19,1,78,34.822916666666664,6.9750000000000005,3.5,11.6,86.33333333333333,0.0,0.0,1026.1666666666667,25.375,6.066666666666666,14.8,Tuesday,12,False,False,False
2023-12-20,1,83,37.1875,8.299999999999999,2.5,11.7,84.91666666666667,0.0,0.0,1016.4333333333334,44.625,8.620833333333334,28.4,Wednesday,12,False,False,False
2023-12-21,1,83,40.621052631578955,10.179166666666667,8.2,13.1,86.125,4.3,4.3,1007.5666666666666,99.66666666666667,11.1,29.9,Thursday,12,False,True,False
2023-12-22,2,89,40.329861111111114,10.200000000000001,7.6,12.6,85.58333333333333,5.7,5.7,1000.4666666666667,89.08333333333333,16.525000000000002,49.3,Friday,12,False,True,False
2023-12-23,1,67,29.95438596491228,10.049999999999999,6.0,13.8,72.375,1.0,1.0,1004.775,71.54166666666667,20.908333333333335,70.2,Saturday,12,True,True,False
2023-12-24,1,53,19.159722222222225,12.095833333333333,10.1,14.4,66.04166666666667,0.1,0.1,1012.775,61.583333333333336,16.7625,48.6,Sunday,12,True,True,False
2023-12-25,1,74,30.883895131086145,13.583333333333334,11.9,15.9,79.5,0.0,0.0,1016.9125,21.416666666666668,21.5,43.9,Monday,12,False,False,False
2023-12-26,1,78,36.423611111111114,13.549999999999999,12.0,15.4,83.91666666666667,0.0,0.0,1020.4291666666667,0.125,18.25,37.4,Tuesday,12,False,False,False
2023-12-27,1,80,37.52083333333333,12.1875,7.8,15.2,86.25,0.2,0.2,1023.1,11.041666666666666,13.600000000000001,38.5,Wednesday,12,False,True,False
2023-12-28,1,81,38.71929824561404,9.075,5.5,14.3,88.75,0.0,0.0,1027.5291666666667,12.5,5.258333333333334,19.4,Thursday,12,False,False,False
2023-12-29,1,74,36.89583333333333,8.575000000000001,5.5,11.2,90.33333333333333,0.0,0.0,1022.8083333333334,15.916666666666666,10.8375,30.6,Friday,12,False,False,False
2023-12-30,1,62,27.07638888888889,9.866666666666667,6.6,13.6,85.875,0.2,0.2,1021.0416666666666,51.958333333333336,9.383333333333333,21.6,Saturday,12,True,True,False
2023-12-31,1,40,10.868327402135233,10.408333333333333,7.6,14.8,90.08333333333333,0.2,0.2,1020.8166666666666,71.375,6.054166666666667,17.3,Sunday,12,True,True,False
